userID,gameID,prediction
u86748386,g63396588,3.3060321522172407
u17031377,g68594066,2.96505615487171
u60870972,g81608348,2.7974498346494876
u48616923,g37782017,3.7398250118785437
u75656042,g11862712,3.156342732986773
u27204408,g29343118,3.3963774426400946
u77035669,g59833534,1.9990071781707723
u97895796,g11181397,2.3559225841326863
u41263957,g58564429,2.7729349098639564
u36684316,g77806076,3.6203897930499553
u80800629,g53996086,2.3064057201961132
u98863380,g68818867,2.4465187528666252
u89526470,g16967024,3.2371191801028263
u67552707,g20944046,2.6437349217698447
u08631099,g75046549,3.0454994885140643
u19644250,g42862258,2.488096230718929
u64237842,g15339821,2.838350577881132
u79892305,g36958384,3.1585100010976515
u70339605,g16320816,2.500784850151624
u56683450,g63396588,2.2482986351457916
u73988548,g14368997,3.392214157305498
u55730078,g99674775,2.737105394393048
u32923011,g15881340,3.320278239105525
u67063622,g19425343,2.5040631991980504
u83496814,g79499736,3.184645983330237
u05202684,g71128555,2.5083356025985015
u01997404,g74412462,4.399636248952223
u06266674,g05463839,3.827328494831224
u04763917,g93034225,2.7884658091119743
u12352667,g18762273,3.1978299726700277
u67983089,g35549655,3.2326547421798963
u57355453,g27491100,3.2114404034566215
u93263722,g04615400,3.414462409907037
u60932748,g51367911,3.233981878593211
u03729616,g70003539,2.925802042034203
u33909345,g16952539,3.427284020912183
u88837062,g40531835,2.720552809785852
u60063697,g16087475,2.751611703273225
u26602381,g61856392,2.953691903247283
u34020914,g36958384,2.739400143288195
u58981182,g76892743,3.36326053700251
u83260741,g05349653,2.4049760721967086
u12741451,g46446145,3.1248835985200283
u11476760,g69372699,3.007356927320118
u58812126,g01540872,3.7299759858977612
u83288532,g91616357,2.9531817113845156
u04836696,g71371078,3.4907993516381204
u44009694,g11862712,2.7474039486967503
u14814897,g68302537,2.416192125801749
u72218324,g61434161,2.891246036131858
u39796895,g59271404,2.62846018399106
u51062008,g15041108,3.5377912232950637
u52954416,g04423005,5.153778167643628
u44521634,g26556480,3.0863667464988818
u72986401,g06097413,3.393249260413695
u61150089,g63396588,3.427537848664545
u47890042,g76138491,2.6628777391481364
u78552338,g97795987,2.16360591201596
u75519304,g46602286,3.2527365555226844
u97099051,g14368997,2.967859490366874
u28677421,g92017077,3.302009606491591
u31219469,g31541380,3.4944522972073613
u82039751,g03207903,3.8173914454925586
u65746127,g87968210,2.885244504700035
u83172509,g68047320,3.4371219727381
u71314174,g24283850,3.4097373027514872
u39532419,g26730287,2.096033969902013
u94977887,g65046475,2.964380971509424
u51238798,g78970626,3.691920439321743
u18043411,g10081212,3.009339638321433
u67632443,g57834425,3.2880830481277403
u37216201,g15547870,3.662382248226311
u44594988,g32943027,3.608945113896994
u63229947,g05510401,3.125450101106854
u03766095,g14542017,2.335571591022232
u58385308,g05551150,2.5990607762818696
u32538708,g25723374,3.487768438173007
u33701854,g51234623,3.5423574901340955
u73655118,g76361508,3.5796100937461675
u08422227,g97435957,2.477988880681494
u82636912,g23657488,3.0209740819259836
u56533038,g03136155,3.2458583311312714
u02074953,g24982722,3.9455596077767083
u19135199,g49368897,3.54370971745888
u72139431,g33872505,2.869643287718822
u67398492,g40110970,3.0705521161976264
u93154067,g41577769,4.4212550800666195
u04495704,g25834374,2.5298152307268134
u12831192,g45232069,3.7632158484931937
u23791734,g91479688,3.259958384714807
u08543832,g28397260,3.530028192751635
u78248555,g43409822,3.467897527584166
u24002764,g22244120,3.419730788088777
u97756269,g05031080,3.5068602239886197
u34127632,g13451594,2.7585860763216035
u24606346,g13121437,2.9636288671576247
u71263232,g91851682,3.159237702730667
u31583354,g88348345,3.178106868024317
u63484823,g44130855,1.6191669648740685
u98330996,g11862712,3.091868973375764
u09717896,g16087475,3.114802795941962
u04150783,g74112521,3.004172868951218
u55952495,g83843155,2.779546831689515
u73063505,g33211163,3.3813814485688534
u19670502,g44582104,3.3921254628677064
u51322914,g32303199,2.108548746661427
u94573512,g24816539,3.5297793384372014
u83357129,g01660600,2.4630796872889738
u92729375,g79333823,3.2376584870749823
u52496811,g94300691,2.8819335266273938
u93072491,g79333823,2.9553824328728537
u00914251,g67038900,2.849338298008951
u00631846,g40499587,3.3437019089189484
u37555238,g60926645,3.2473290709693914
u65152844,g61557790,2.7897794075707187
u95987184,g27545941,2.9953613953443043
u12982875,g83595955,3.913895462525031
u42467385,g23657488,3.1759571349504676
u95368325,g08347342,3.6634598807363705
u41633254,g92782480,3.0243781760014588
u46933812,g15714062,3.384871226032058
u95210326,g01086845,2.2727265760926714
u21957619,g77859458,3.294862337824066
u95327242,g37422652,3.4186562340691284
u23441276,g89122297,2.00877298516569
u40466912,g11874075,3.022822152833329
u56316691,g71128208,3.278531452007486
u32015397,g07717755,3.292306148020969
u68905669,g90538928,3.806069339687391
u34487395,g85605126,2.3559279917096267
u74423141,g11075424,3.4557290488394776
u66082707,g11862712,2.5468976168883875
u82332490,g04615400,2.987678056551619
u35871341,g94547789,2.832679790783152
u89383061,g33084376,2.99081588403013
u44380424,g89200271,2.8717809864445725
u50997247,g11347632,2.536803048587912
u02795977,g17155852,3.5843871608717173
u14336188,g66197269,2.924647891628533
u00667894,g78139956,2.325064671931328
u67519558,g39845845,2.4434545203860294
u50062649,g59442626,2.970902009373085
u29553373,g85252310,3.1080506943402315
u70666506,g46609035,3.5221017434004116
u03047013,g25962198,3.079921272342887
u13370974,g08220648,2.727124236657998
u72478974,g94410811,3.5348238889163346
u64072664,g68168423,3.5187447322711134
u96608400,g08257375,2.924223788683392
u79541988,g46602286,2.823459693360889
u30258510,g18306019,3.0423745486434672
u89478667,g81642335,2.7710633224682333
u89239385,g88529278,3.3061558399034867
u58279240,g59997114,3.0471936058573497
u20899705,g92017077,3.6544158150596573
u92184193,g70274773,3.2503067387943188
u16136343,g01660600,3.1766814491247595
u27320565,g81608348,2.59111734364591
u23069394,g88735741,2.8565493928871
u11074610,g89809648,3.4957392886643404
u11436417,g86256371,3.871182899816977
u63720594,g40110970,3.5629194590541724
u31332472,g08143802,3.797591700093209
u94069457,g76138491,2.647174726146988
u94085555,g46446145,3.01166231945049
u83600529,g45978626,4.044810073415077
u50866739,g43076769,3.203733608377456
u73127506,g17604638,4.015355704652807
u44636287,g57834425,3.2399960240559995
u70853810,g62481736,3.412843341489926
u13547804,g93472160,3.11950734432589
u64656494,g12946119,3.4044191198229106
u33109625,g88406710,3.148238401397432
u49423423,g63989484,2.3114680553734575
u91838613,g24777226,3.501044202025557
u52454500,g38436572,3.635932309926441
u08983578,g67274965,2.966987130829051
u62097536,g11225866,1.691037511910149
u04261151,g21050126,3.4074367246593806
u84107660,g01435414,3.7248536139636292
u81058112,g97931549,3.074504684872
u80605925,g29741733,3.4784379060418456
u50097048,g84397720,3.0391733027588663
u12125660,g11225866,3.7965041142601383
u72054992,g39921149,3.1698727387128347
u44095087,g19813381,2.5082937708028545
u11108186,g84207332,3.4102283143285534
u06072875,g56056078,3.3408179593354537
u49961321,g13343607,2.9536565119576825
u03790099,g40372626,2.885121714326043
u97524202,g68132896,3.3968175603861206
u15554224,g65055990,3.2277261360009857
u18675490,g05463839,2.6166625630791827
u38546471,g65683787,3.2111702509838693
u37098825,g28713033,3.8281141556419973
u64569550,g24809309,3.1198438773594415
u66610671,g08353646,4.145074224734039
u23368183,g53223749,2.7091210822665026
u62857432,g75228197,2.6798866301656594
u86021676,g48289742,2.829348000024133
u58947884,g46300937,3.8682930281078027
u18417633,g21481926,2.7939559644852703
u90174553,g00288786,3.2817349728852228
u83402391,g36859945,3.164190601440106
u92442650,g03207903,2.924851782349333
u42897868,g16653801,2.879283394223771
u09703080,g29741733,3.2834099813220194
u84410758,g98293003,3.7885279993733243
u47573995,g24268800,3.512124958587287
u74849356,g00131880,3.110887134425794
u61175090,g22771657,3.292041225583079
u22964372,g77681780,2.9377661606520458
u32780791,g72856076,3.226990930805177
u35902127,g77806076,3.2155547380511815
u53777615,g72460998,2.7453751837274876
u32098095,g46446145,2.360306712211799
u44521634,g85103579,3.0863667464988818
u93652398,g53715495,2.924116768354967
u71386265,g59271404,2.1753548183315283
u55631103,g11862712,3.971793032769595
u30873465,g09482600,3.396365205350398
u62247393,g52620301,2.9791646535898697
u61544968,g52077802,2.161198758590565
u84256962,g41988339,2.5496460010725968
u69837222,g85252310,2.9935731222213113
u16598632,g86399378,3.006812454714481
u97764793,g76822730,3.334154394136565
u09970728,g98075409,2.2712331693032968
u74357322,g69051492,3.672931900043014
u14734731,g61264440,2.707187401685845
u62354011,g33872505,3.622459352242875
u96545303,g04641598,1.5308356708053266
u87731122,g99758692,3.334356039537918
u06064559,g45328688,2.851691964283684
u23791734,g79333823,3.259958384714807
u07403582,g91479688,3.6136984454760532
u17313321,g25612121,2.748948251075337
u55666073,g38434648,2.993857747400752
u44000052,g14512041,2.958549510573164
u67398492,g78518895,3.0705521161976264
u72218324,g26192910,2.891246036131858
u44185960,g06266910,3.636568443763045
u47146279,g28397260,2.8722408313343024
u20659941,g16967024,2.7671396312583623
u30193040,g69033010,3.2534788974200812
u72312721,g27727435,2.3149220369264727
u09282584,g61877459,2.9475111027180847
u85859952,g89809648,2.6407677240197316
u94739498,g95916447,2.913722254231679
u38112790,g11225866,3.837726193326278
u89792962,g31712310,4.169116038356972
u45021466,g51770536,3.0352277778711096
u94481676,g87912242,3.286925682557004
u24112449,g06921499,3.9905679899308417
u79398659,g39845845,3.4021333552295823
u85801738,g34929278,3.000842623767521
u73589158,g38724809,3.4256293371764164
u27700909,g18465780,2.5857097303662258
u58254457,g40551467,2.892381816749041
u75771611,g56621675,3.3251756443166696
u86081323,g03280058,3.458014817176968
u51163091,g64167567,3.1475206999223895
u74718768,g71906049,3.119506814409768
u26858759,g34949160,3.60111742632606
u64608589,g26732871,2.8080931338757247
u32696465,g22244120,2.849694699892164
u01122566,g57500715,3.465860171419839
u80541052,g61877459,3.2170455297277356
u05581149,g15360200,3.2143171747514665
u85430536,g85617864,3.408987805037919
u08807833,g79499736,2.551125445856073
u31964465,g34621957,3.484750715101089
u53074823,g91851682,2.6073498631133525
u03036420,g38024861,3.6130114673608045
u08166315,g34477578,3.233015089610999
u95327242,g65734768,3.4186562340691284
u85288110,g59132435,2.9928176709862973
u56220457,g93432134,2.3276943391332314
u44157494,g32136079,3.5829124566641894
u51839661,g86199393,3.4769134941031603
u99145538,g39366834,3.3877139849337654
u70647035,g61434161,3.463950368744281
u87037495,g07535543,2.193989257220295
u23477614,g65175011,2.592557548986019
u08343463,g51450658,2.9742143328791557
u72397005,g27545941,3.4608700849574316
u50987399,g05388491,3.0766629420348086
u07709944,g93507333,3.1346704201388453
u84505694,g66258359,3.4994643674026737
u35200970,g80472053,3.068300049705935
u53040709,g47446961,2.9212044806387976
u67942871,g68808834,2.4882099072887467
u28572651,g62954425,2.916971182014613
u17490349,g03207903,3.5802304150491637
u12934716,g88116000,3.092321873319771
u97802984,g24982722,2.780110064452215
u90784003,g61264440,3.045301185931982
u43225830,g16135457,3.409356680354972
u83926608,g43689131,3.6030916664537167
u04962079,g44459813,2.2103371759100514
u90337818,g87749248,3.408478324342799
u45713244,g38436572,2.7387296397670817
u36549785,g66086214,2.1283632405583983
u03901335,g78139956,2.980348340754084
u26771241,g70592519,2.953553228260976
u95113472,g63446287,2.3687619401505775
u87968882,g49368897,3.284189911123045
u98869198,g84020059,3.9436213903363133
u39532804,g31541380,3.9609158375959437
u06413947,g05286498,2.4140548426536688
u24074275,g02416235,2.9345566471415108
u48165337,g89492775,3.118740741286578
u71516011,g46862476,1.784318806837879
u55071076,g88735741,2.203463217801279
u51175241,g59553750,2.7925460750847444
u75323279,g78826016,3.104565289354692
u45679096,g46932837,3.511094103228178
u16343442,g89809648,3.8402602406938002
u21056154,g96482153,3.30485449211956
u91634610,g10259243,2.9101080710823326
u70556502,g45229132,3.2600903883611916
u56239295,g96831210,3.1306286641111285
u78669382,g12112901,2.7813707461572337
u62509621,g68559005,2.942703083414435
u63734163,g01873417,3.411874734961698
u57077025,g06322315,2.876776725584876
u29394603,g41577769,3.2115847685841907
u93257386,g31800990,3.291521665687876
u38961187,g96221632,3.410706721599068
u25828842,g05463839,3.089839826674405
u78389390,g75228197,2.9034889688750285
u57510806,g08561999,3.3457352805836376
u60183585,g55811676,3.8252167911485664
u08898885,g00919878,3.996000527406398
u36626068,g29741733,2.861029271103224
u16503738,g24194110,3.0823471138854117
u41713397,g24479985,2.9816021671486213
u81933585,g49387258,3.306687689075632
u83720525,g66086214,2.4164980397363656
u56911577,g02141122,3.4317848923066383
u95348013,g64574718,1.856648400020518
u74109015,g04615400,3.5096887964285886
u85748295,g78139956,3.2685727415226498
u72986401,g70479705,3.393249260413695
u36046248,g32799642,2.4912938519945635
u50341935,g34216483,2.8638793825871507
u56316623,g25170902,2.9924612948377285
u35526061,g01660600,2.8553582049081117
u15844193,g48452334,3.203849148981919
u01903817,g03128638,2.325427137758454
u78681449,g22244120,3.030465751690445
u30516690,g90538928,2.819150548780129
u77598069,g11862712,3.142164839433431
u52623513,g68959096,3.0048865141392236
u68962324,g02532016,3.1546931282401314
u41605687,g00290491,3.913517366702913
u96135866,g96830890,3.562291788681223
u33537958,g11075424,3.064738386837964
u84685172,g84770347,3.3990260589365504
u05315350,g16158766,3.594461485817205
u35787069,g57187406,3.0816492280934327
u24013589,g80438960,3.5625217904314437
u82936629,g07895907,3.4394032154195813
u55473341,g54227334,2.926366443460018
u04759919,g68047320,3.056567764920843
u29006683,g56751692,2.88934046166191
u67039884,g04462740,3.1513088020506608
u55067766,g45359822,3.4702669032329565
u40742852,g40499587,3.8730418826979123
u28326815,g23104067,3.2077703343340427
u17863042,g70274773,3.007168685769848
u51322914,g51234623,2.108548746661427
u37642922,g34491894,3.435511740088567
u20249098,g68660659,3.5097793272806297
u74036086,g57843499,3.1141837200992617
u18639863,g33776814,2.788472086079857
u83192523,g84994417,2.5782660781287245
u96852472,g51234623,2.4605931220436794
u86914212,g38302836,3.7588627879520913
u50855406,g68594066,3.1475107128653366
u53247100,g79027240,3.442406506490558
u60427348,g78518895,3.073510015261329
u46933812,g40499587,3.384871226032058
u60105241,g65794132,2.206777180230347
u56316691,g31190276,3.278531452007486
u90678189,g87749248,3.6819409515029853
u44742433,g38964542,2.797904335209804
u12891480,g17218685,3.5293514129983388
u15887552,g84465937,3.023803516488754
u26285492,g70742092,2.195406734487355
u18820716,g69213131,3.354402583662857
u35345442,g61877459,3.0041657187423874
u38420807,g75513928,2.9951293375682377
u92818506,g74119615,3.752150237597083
u96104653,g90154665,3.1927687451027533
u42897868,g24479985,2.879283394223771
u38420807,g50163420,2.9951293375682377
u37043522,g88657260,4.009653972323079
u03513073,g52947714,2.63037756403514
u84257994,g02273341,3.760510227961497
u94006868,g80979867,3.265648265278831
u93029368,g36122744,2.9584643105381723
u89855328,g84994417,3.576680452319905
u62303521,g01660600,3.2489176123958563
u52365785,g83147553,3.2174695533834687
u50715052,g94401019,3.3177610857001496
u44337325,g32770457,3.7100899403269296
u56482140,g62850718,3.2678126006299557
u59370809,g90301006,2.8514915824560374
u25657821,g75248233,2.6382663875285326
u67332556,g95765068,3.576652425512383
u11010664,g23188828,3.4489093407155496
u31422800,g26710111,3.6807326270873104
u35298149,g11278512,3.5971589177094803
u18782898,g34491894,2.358665115703074
u26986311,g68132896,3.2064336942910217
u71731340,g70274773,3.10136944666052
u09347986,g83853612,3.2881904376354694
u75811549,g98307890,3.289024054824056
u49170107,g75793700,2.94962568583933
u15945593,g62357377,3.294859778034033
u50086910,g07132329,3.3688126755962546
u33908008,g15360200,2.6389233270116117
u05581149,g18223055,3.2143171747514665
u27252828,g48452334,3.0982029302771337
u84256962,g21595192,2.5496460010725968
u09994097,g43979015,3.2023988098498033
u23441276,g09482600,2.00877298516569
u73134199,g43689131,3.221872677244792
u55472824,g46446145,3.903793695917721
u31837396,g25723374,3.1014837616358264
u50097048,g99496555,3.0391733027588663
u61884625,g92844965,3.4560815125107984
u19670502,g65734768,3.3921254628677064
u18996344,g45880815,3.714695578667818
u12979095,g62022399,3.3655942728983126
u82197279,g60926645,2.1791485210027552
u04759919,g76381409,3.056567764920843
u81072899,g78826016,3.0060574294320763
u52849485,g55070029,3.0334148135322003
u59290636,g70742092,3.152199121835956
u19082710,g29752784,3.3543183941116146
u03242465,g79333823,3.917634937603567
u90210178,g97650885,2.8133744660454507
u73944730,g08353646,1.2680845696645013
u55699496,g07132329,2.9263034055927952
u45118952,g68559005,3.3845430324515533
u75519304,g69033010,3.2527365555226844
u33282942,g90379019,4.192304083090969
u82502949,g79472133,3.3951230003092117
u76739688,g05349653,3.1345601042817766
u64860701,g10773791,3.197876661567479
u98869198,g83425645,3.9436213903363133
u95791396,g41348232,2.941521858309951
u17490349,g64348065,3.5802304150491637
u89874556,g53969661,2.847618781981904
u11194965,g16167807,2.9657919803461703
u54177102,g83607000,3.369199486115879
u57390866,g26129292,2.4445009737648475
u19056561,g30314000,2.2247213028717523
u56439470,g03304317,3.151158152095076
u77506393,g89809648,3.2298194571694827
u18556594,g17907308,3.1908151785397205
u06298363,g00500020,2.503484159597074
u70345415,g67038900,2.966999391554727
u78120233,g03582685,2.983645061388517
u96979423,g36958384,2.972994579837562
u70389962,g22244120,2.60207586443622
u28394954,g99496555,2.1458632451019892
u14407800,g48254339,3.0945203322806116
u04594973,g05463839,2.4642902495181236
u18009698,g75513928,3.1199194435637883
u06083958,g78139956,3.1561304463528432
u27709887,g98214175,3.043450120534227
u51811686,g76717273,2.81945686669091
u89701907,g66086214,1.4897422635596107
u51276578,g89809648,2.1079774025301954
u09994097,g22244120,3.2023988098498033
u23462585,g60222751,2.815869764594132
u51155332,g35166995,3.9582327985315704
u53201370,g29890162,2.8236265728986645
u01058814,g22244120,3.712816803215059
u31453539,g18223055,3.4451845330240234
u01903817,g34193208,2.325427137758454
u44272900,g90898833,2.904168364606061
u64285022,g39534254,3.257813537281253
u28780134,g36958384,3.5202868238399865
u70787120,g46101992,2.967981238631292
u30139387,g53461537,3.4224630088076236
u75552947,g35984506,3.3809359699823216
u18824154,g97217108,3.628063838177394
u23496727,g24479985,3.255906857203208
u39310994,g75160975,3.0025700431210964
u44657132,g78336897,3.359480010158549
u03179970,g35155801,3.312297521975036
u98871696,g51894741,3.0066215960786637
u30363937,g73542870,3.8241001241547163
u59766914,g53642056,2.9363353741087934
u74685029,g22284227,2.7686873236378706
u33085406,g48350599,3.089869015640802
u43319755,g51770536,2.846622901511841
u54411535,g53461537,3.1566534340772523
u98182875,g10444367,2.551079189413232
u94902092,g89200271,3.297539272021531
u12304471,g30891154,3.1289871510734764
u48378925,g10081212,3.10208682201148
u19426512,g36879809,2.302055640201882
u11726116,g51367911,3.8570462604137052
u99768026,g83221585,3.6711218275682844
u14649675,g54327129,3.3021910203356097
u01950597,g74343362,2.2000956513929797
u97424769,g59259028,3.0511113366988742
u31934142,g32989876,2.5577289828417977
u45155348,g09409361,3.2912294336725525
u86807468,g26274477,2.809787356949769
u34487395,g89492775,2.3559279917096267
u46910304,g34216483,3.1931638244981952
u93715150,g02395333,4.19612964860626
u22147688,g70286157,3.015439021547253
u53316375,g18111735,2.8529965210610246
u66562726,g00187437,2.5545862266135213
u12285210,g30105066,2.8236796211267365
u47562659,g61225634,3.7775420442826326
u96733715,g46446145,3.139993010441526
u93071176,g17807252,4.317923584925822
u11882275,g59682009,2.8202937821026492
u01970144,g70286157,3.227373409645062
u17950890,g33626084,3.202570744314865
u00914251,g53302271,2.849338298008951
u70302904,g07132329,2.469378668136216
u40251545,g58218995,3.453444507682843
u55889676,g51234623,3.0683339206357716
u50722734,g40499587,2.7684985698662263
u56008566,g29657740,3.235894541254405
u72375447,g29741733,3.0523841036109407
u78337762,g69929359,2.763765251022147
u63840885,g92794719,2.665915733462291
u04495704,g05349653,2.5298152307268134
u59556555,g03488908,3.220987190471559
u72998742,g15714062,3.24569145765307
u07229282,g10053132,3.0633965683683693
u90624417,g08020339,2.5793122347191826
u17780757,g74343362,3.7204332167138143
u21257203,g78580495,2.9876978425696747
u33197553,g35648086,3.679851722047339
u70389962,g31190276,2.60207586443622
u98179594,g25592128,3.281245936575646
u27244547,g57791098,3.008081788916148
u60614761,g34765721,3.1164242078912814
u60034827,g34404624,3.1140093107810625
u06024869,g51283481,3.022524553443594
u44306351,g31541380,3.1628425683726102
u65379510,g17604638,3.323562819849381
u26109283,g85485988,2.0680643810021673
u03150358,g95702441,3.15710552944606
u77827699,g30832734,3.933486152402571
u48741760,g62481736,2.7277253030377286
u16311463,g06730153,2.102934538619785
u60098410,g88406710,2.2389102981576787
u72952508,g53744230,2.999275706019055
u52693207,g68137463,2.875089020240489
u44605250,g48828327,3.2907467863204696
u76405884,g82874353,2.9267925991499477
u05474386,g83425645,2.4039009347024978
u76695873,g51322209,3.433057758381075
u49097492,g95702441,3.1913053239512013
u23858280,g46950883,2.9170238182129125
u50752235,g92794719,2.576405116210506
u23546625,g11874075,3.3044256990593865
u18475136,g23175113,3.0171316589515675
u95210326,g00919878,2.2727265760926714
u46734883,g57734956,2.5960134418584877
u91942049,g85442587,3.5753617644737106
u94845177,g34621957,3.3761665842227884
u67890036,g83147553,2.2794868284847274
u05935515,g19451556,3.1119690189124416
u67081608,g79735883,2.716794813672872
u32464819,g28580984,1.6989136789481811
u09571513,g16087475,3.565477285983362
u20899705,g79333823,3.6544158150596573
u75519304,g23960717,3.2527365555226844
u91418972,g32264946,2.9795038575712187
u11751952,g68302537,3.563675092763269
u39796895,g52140787,2.62846018399106
u92136099,g76745472,3.2390854680170396
u64254759,g03207903,2.0570700550617733
u04639299,g27545941,3.3276437323974015
u56333343,g11862712,2.660822258574023
u64733603,g54099326,1.9477971777601757
u56349118,g68817798,3.4098481111676415
u75519304,g61913894,3.2527365555226844
u15751602,g21037002,3.2843949231225325
u53103178,g66403731,3.248670368143822
u73038623,g74942396,3.4165942540896705
u87979266,g05463839,3.3202999600033047
u89993462,g59833534,3.1593143837756643
u76210098,g82668863,3.5160020745908205
u61150089,g87749248,3.427537848664545
u55957105,g33211163,2.895297003325828
u00950089,g29741733,3.2999401124984913
u21958648,g79735883,2.072129793434221
u17992114,g18465780,2.8556113602928836
u86837249,g45328688,2.7317441550076436
u94994362,g69213131,2.763860818537694
u35797255,g18342664,2.174607168103263
u83485985,g65905047,3.5841446784994413
u05114490,g49982729,3.0378801230002823
u56398131,g27491100,3.014328734743679
u13132900,g36958384,3.751520344864285
u21023214,g85599208,3.0392687077586005
u38871576,g99232980,3.3215326871571818
u48749199,g03582685,3.1059240599628195
u99182282,g99674775,3.2940896235575496
u01684585,g60107140,3.3185111712100923
u62402243,g39422502,3.1433385264981792
u53669213,g87889911,2.9468024851081296
u01368818,g24555799,3.070068032909405
u60002054,g58023805,3.394202043651643
